id,hip,hd,hr,gl,bf,proper,ra,deg,dec,dist,pmra,pmdec,rv,mag,opacity,linear,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max
472,473,38,,Gl 4A,,,0.094664,1.41996,45.812081,11.3071,878.73,-153.87,0.2,8.2,0.746401357,2.535986431,7.933,K2,1.41,7.878784,0.195428,8.107843,0.000005,0.0000483,-0.00000573,0.02478295,0.799571649,4.2602E-06,-7.45983E-07,,,And,1,472,Gl   4,0.058452084,,8.311,8.171
54487,54646,97101,,Gl 414A,,,11.184755,167.771325,30.446017,11.8723,592.12,-197.1,-15.4,8.31,0.746282335,2.537176648,7.937,K8V,1.255,-10.002848,2.167892,6.015938,0.00000043,-0.00003496,-0.00001776,2.928161941,0.531383246,2.87068E-06,-9.55568E-07,,,UMa,1,54487,Gl 414,0.058237135,,,
55289,55454,98712,,Gl 425A,,,11.357405,170.361075,-20.453783,13.1631,178.48,-115.16,7.4,8.57,0.745208623,2.547913774,7.973,K4/K5V,1.34,-12.159172,2.065062,-4.599891,-0.00000637,-0.00001047,-0.00000953,2.973361635,-0.35698586,8.65295E-07,-5.58311E-07,,,Crt,1,55289,Gl 425,0.056337815,SZ,8.621,8.541
118688,,237903,,Gl 394,,,10.507347,157.610205,56.000271,13.8696,-176.13,-37.12,9.1,8.69,0.744999318,2.55000682,7.98,K7 Ve,1.33,-7.171195,2.954541,11.498842,-0.00000221,0.00001372,0.00000632,2.750816992,0.977389108,-8.53902E-07,-1.79943E-07,,,UMa,1,118688,,0.05597576,,,
119143,,,,Gl 667B,,,17.315629,259.734435,-34.992895,6.9711,1145.08,-185.46,1,7.2,0.744909563,2.550904365,7.983,K5 V,,-1.017406,-5.619572,-3.99778,0.00003857,-0.00000419,-0.00000572,4.533220946,-0.610741238,5.5515E-06,-8.99145E-07,,,Sco,2,84451,Gl 667,0.055821307,,,
20865,20917,28343,,Gl 169,,,4.483369,67.250535,21.922702,11.3921,-65.14,175.55,-31.4,8.3,0.743890135,2.561098655,8.017,K7V,1.363,4.086695,9.745911,4.253197,-0.0000096,-0.0000322,-0.000003,1.173743225,0.382623327,-3.15808E-07,8.5109E-07,,,Tau,1,20865,,0.054100341,,,
91913,92200,173818,,Gl 726,,,18.790903,281.863545,-3.639831,14.2776,-132.61,-273.46,16,8.81,0.743288568,2.567114316,8.037,K5,1.295,2.92932,-13.944585,-0.906412,-0.00000587,-0.00001669,-0.00001993,4.919446873,-0.063527032,-6.42911E-07,-1.32577E-06,,,Aql,1,91913,,0.053112898,,,
67477,67691,234078,,Gl 532,,,13.86663,207.99945,49.950907,14.2045,422.99,-139.62,-44.8,8.82,0.742655403,2.573445968,8.058,K5,1.317,-8.069732,-4.290756,10.873144,0.00003321,-0.00001533,-0.00004126,3.630275277,0.8718078,2.05071E-06,-6.76897E-07,,,UMa,1,67477,,0.052095475,,,
85036,85295,157881,,Gl 673,,,17.429231,261.438465,2.111422,7.7006,-580.47,-1184.81,-23.3,7.54,0.741171938,2.588280621,8.107,K7V,1.359,-1.145591,-7.609413,0.283705,-0.00001813,0.00002516,-0.00004508,4.56296205,0.036851272,-2.8142E-06,-5.74412E-06,,,Oph,1,85036,,0.049796635,,,
1365,1368,,,Gl 14,,,0.285074,4.27611,40.948295,15.0038,567.93,82.78,3,8.99,0.741111207,2.58888793,8.109,M0,1.37,11.300858,0.845066,9.833173,-0.0000047,0.00004107,0.00000656,0.07463226,0.714682575,2.7534E-06,4.01329E-07,,,And,1,1365,,0.049704991,,,
5236,5247,,,Gl 52,,,1.118624,16.77936,63.941327,14.9321,1548.21,319.28,2.9,9,0.740503114,2.594968865,8.129,K7V,1.289,6.280112,1.894184,13.414196,-0.00005098,0.00010168,0.00001282,0.29285514,1.115986677,7.50593E-06,1.54791E-06,,,Cas,1,5236,,0.048797773,,,
81753,82003,151288,,Gl 638,,,16.751765,251.276475,33.509229,9.8078,-39.18,383.41,-30.6,8.1,0.740107087,2.598929129,8.142,K7V,1.31,-2.62499,-7.74472,5.414454,0.00000984,0.00003484,-0.00000208,4.385601937,0.584846382,-1.8995E-07,1.85882E-06,,,Her,1,81753,,0.048216979,,,
49767,49908,88230,,Gl 380,,,10.189602,152.84403,49.454237,4.8731,-1361.55,-505,-25.4,6.6,0.739527192,2.604728083,8.161,K8V,1.326,-2.818415,1.445842,3.702832,0.00002164,0.00002505,-0.00002749,2.667631674,0.86313926,-6.60098E-06,-2.44831E-06,,,UMa,1,49767,,0.047380539,,,
118494,,,,Gl 282B,,,7.667549,115.013235,-3.6019,14.1965,69.42,-260.92,-13.4,8.94,0.738976624,2.610233763,8.179,K5,1.33,-5.990527,12.838979,-0.891832,0.00000193,-0.00001544,-0.00001706,2.00735971,-0.062865011,3.36558E-07,-1.26498E-06,,,Mon,2,37243,Gl 282,0.046601511,,,
118407,,,,Gl 225.2B,,,6.005588,90.08382,-31.029362,14.9656,-400.1,391.81,0,9.1,0.737564324,2.624356765,8.225,,,-0.018552,12.824058,-7.714427,0.000029,0.0000147,0.00002436,1.572259165,-0.541564537,-1.93974E-06,1.89955E-06,,,Col,2,28371,Gl 225.2,0.044668359,,,
7750,7765,10182,,,,,1.665572,24.98358,15.259358,12.1981,125.98,-35.92,0,8.68,0.73682444,2.631755596,8.249,K0,,10.666898,4.970337,3.210403,-0.00000264,0.00000699,-0.00000205,0.436045685,0.266326037,6.10768E-07,-1.74145E-07,,,Psc,1,7750,,0.043691806,,8.998,8.238
14409,14445,19305,,Gl 123,,,3.107427,46.611405,1.965174,14.5054,389.59,-925.46,-30.2,9.07,0.7364228,2.635772002,8.262,M0V,1.358,9.958335,10.534844,0.497411,-0.00003958,-0.00000199,-0.0000661,0.813522474,0.034298754,1.88879E-06,-4.48676E-06,,,Cet,1,14409,,0.043171784,,,
113216,113576,217357,,Gl 884,,,23.00449,345.06735,-22.524347,8.2176,-904.21,58.09,15.4,7.88,0.735058847,2.649411529,8.306,K5/M0V,1.379,7.334508,-1.956062,-3.148018,0.00000563,-0.00003878,-0.0000039,6.022561421,-0.393124013,-4.38373E-06,2.81628E-07,,,Aqr,1,113216,,0.041457203,,,
169,169,224953,,GJ 1294A,,,0.035702,0.53553,-68.280769,15.328,207.45,-231.8,0,9.24,0.734841205,2.651587952,8.313,M0V,1.39,5.67201,0.053101,-14.239841,-0.00001614,0.00001526,-0.00000637,0.009346676,-1.191724239,1.00575E-06,-1.1238E-06,,,Tuc,1,169,GJ 1294,0.041190778,,,
118918,,,,GJ 1177B,,,13.795156,206.92734,-32.432276,14.4928,103.08,-61.45,0,9.12,0.734810098,2.651899015,8.314,,1.36,-10.906067,-5.539571,-7.772522,0.00000534,-0.00000541,-0.00000364,3.611563358,-0.566050008,4.99746E-07,-2.97894E-07,,,Cen,2,67095,GJ 1177,0.041152858,,,
110097,110443,211970,,GJ 1267,,,22.37119,335.56785,-54.560618,13.5318,-185.33,232.67,0,8.98,0.734529977,2.654700229,8.323,K7V,1.329,7.143656,-3.24539,-11.024756,0.00000629,-0.00001621,0.00000885,5.856763789,-0.95226242,-8.98505E-07,1.12802E-06,,,Gru,1,110097,,0.040813139,,,
103883,104217,201092,8086,Gl 820B,61    Cyg,,21.115163,316.727445,38.742055,3.498,4107.4,3143.72,-64.3,6.05,0.734280732,2.657192681,8.331,K7V,1.309,1.986273,-1.869789,2.188742,-0.00001387,0.00010874,0.00000044,5.527936855,0.676176415,1.99132E-05,1.52412E-05,,61,Cyg,2,103879,Gl 820,0.040513522,,,
64821,65026,115953,,Gl 508A,,,13.329342,199.94013,47.778029,10.7066,93.65,-17.58,-3.3,8.48,0.73424956,2.657504402,8.332,K0,1.469,-6.763524,-2.453736,7.928718,0.00000315,-0.00000403,-0.00000311,3.489613596,0.833883914,4.54028E-07,-8.52302E-08,,,CVn,1,64821,Gl 508,0.040476225,,,
27123,27188,,,Gl 215,,,5.763355,86.450325,62.236777,13.7287,297.76,-785.27,-19.6,9.02,0.73424956,2.657504402,8.332,M0,1.379,0.395848,6.382741,12.148099,-0.00001749,0.00003807,-0.00004208,1.508842716,1.086236676,1.44358E-06,-3.8071E-06,,,Cam,1,27123,,0.040476225,,,
62491,62687,111631,,Gl 488,,,12.845435,192.681525,-0.768132,10.5708,-28.77,-397.85,6.1,8.49,0.733093618,2.669063822,8.369,M0.5V,1.409,-10.312056,-2.32043,-0.141713,-0.00000614,0.00000013,-0.00002047,3.362927114,-0.013406424,-1.39481E-07,-1.92883E-06,,,Vir,1,62491,,0.039120104,,,
101855,102186,196877,,Gl 798,,,20.705209,310.578135,-52.699263,12.1492,81.54,-1065.84,-42.9,8.83,0.7319012,2.680987998,8.407,K7V,1.324,4.788986,-5.591699,-9.663966,-0.00004613,0.00006124,-0.00000314,5.420610919,-0.919775645,3.95317E-07,-5.16734E-06,,,Ind,1,101855,,0.037774611,,,
92776,93069,175224,,Gl 737A,,,18.9585,284.3775,-55.99189,12.285,1.09,-441.72,-13.5,8.86,0.731712437,2.682875627,8.413,M2V,1.433,1.706149,-6.655863,-10.183654,-0.00000727,0.00002862,-0.00000327,4.963323686,-0.977242828,5.28447E-09,-2.14152E-06,,,Tel,1,92776,Gl 737,0.037566436,,,
118570,,75632,,Gl 325A,,,8.926599,133.898985,70.796381,11.3122,-1334.22,-352.51,44.3,8.7,0.731113811,2.688861889,8.432,K5 V,1.39,-2.578766,2.68337,10.684878,0.00002971,0.00007463,0.00003643,2.336978102,1.235629941,-6.46848E-06,-1.70904E-06,,,UMa,1,118570,Gl 325,0.036914756,,,
52448,52600,,,Gl 400A,,,10.755971,161.339565,38.511762,13.9159,-34.9,147.61,-3.2,9.16,0.730798208,2.692017916,8.442,M2,1.416,-10.316481,3.484004,8.665069,0.00000905,-0.00000057,0.00000575,2.815906498,0.672157047,-1.692E-07,7.15633E-07,,,LMi,1,52448,Gl 400,0.036576319,,,
79513,79755,147379,,Gl 617A,,,16.278668,244.18002,67.238846,10.6872,-497.89,85.88,-19.9,8.61,0.73003925,2.699607504,8.466,M0Vvar,1.409,-1.800975,-3.721866,9.854777,-0.000018,0.00002202,-0.00001705,4.261745425,1.173539253,-2.41384E-06,4.16358E-07,,,Dra,1,79513,Gl 617,0.035776677,,,
26270,26335,245409,,Gl 208,,,5.608608,84.12912,11.327866,11.2397,-2.56,-57.6,21.2,8.78,0.728132478,2.718675218,8.526,K7,1.415,1.127296,10.963123,2.207773,0.00000238,0.00002175,0.00000118,1.46833027,0.197708559,-1.24112E-08,-2.79253E-07,,,Ori,1,26270,,0.033853221,V2689,8.824,8.754
95983,96285,184489,,Gl 763,,,19.577733,293.665995,4.582516,14.4259,524.89,312.09,-57.4,9.35,0.727238048,2.727619517,8.554,K5,1.39,5.771903,-13.16999,1.152512,0.00000943,0.00006993,0.00001707,5.125438526,0.079979998,2.54474E-06,1.51306E-06,,,Aql,1,95983,,0.032991343,,,
11933,11964,16157,,Gl 103,,,2.572931,38.593965,-43.796352,11.6036,57.89,-293.65,41.9,8.89,0.726821778,2.731782224,8.567,K7V comp SB,1.39,6.546404,5.224808,-8.031079,0.00001321,0.00001471,-0.00004158,0.67359187,-0.764390548,2.80659E-07,-1.42366E-06,,,Eri,1,11933,,0.032598679,CC,8.983,8.813
42101,42220,,,Gl 310,,,8.607345,129.110175,67.295115,13.776,-1065.06,66.83,11.6,9.28,0.726276465,2.737235351,8.584,M2,1.417,-3.35397,4.126168,12.708527,0.0000549,0.00004523,0.00001267,2.253397536,1.174521324,-5.16356E-06,3.24001E-07,,,UMa,1,42101,,0.032092238,,9.334,9.224
21500,21553,232979,,Gl 172,,,4.628004,69.42006,52.893614,10.1102,305.2,-475.59,32.9,8.62,0.725890883,2.74109117,8.596,K8V,1.423,2.144056,5.710386,8.063288,-0.00000033,0.00004167,0.00001277,1.211608603,0.923167715,1.47965E-06,-2.30573E-06,,,Cam,1,21500,,0.031739494,,,
118571,,,,Gl 325B,,,8.926587,133.898805,70.79595,11.3122,-1346.44,-383.54,44.3,8.9,0.724730875,2.752691245,8.632,K6 V,,-2.578797,2.68345,10.68485,0.00002908,0.00007625,0.00003587,2.33697514,1.23562242,-6.52773E-06,-1.85946E-06,,,UMa,2,118570,Gl 325,0.030704357,,,
118021,,,,Gl 34B,,,0.817022,12.25533,57.817365,5.9527,1097.52,-509.45,10.5,7.51,0.724601683,2.753983169,8.636,K7 V,1.39,3.098396,0.673787,5.03855,0.00001103,0.0000348,0.00000126,0.213895944,1.009103388,5.32093E-06,-2.4699E-06,,,Cas,2,3814,Gl  34,0.030591446,,,
23397,23452,32450,,Gl 185A,,,5.04123,75.61845,-21.256645,8.5771,-141.55,-221.74,-17.2,8.31,0.72437545,2.756245495,8.643,M0V,1.43,1.985393,7.742932,-3.109538,0.0000008,-0.00002058,-0.00000222,1.319790892,-0.370998437,-6.86254E-07,-1.07503E-06,,,Lep,1,23397,Gl 185,0.03039485,,,
23652,23708,,,GJ 1075,,,5.096497,76.447455,-57.553834,11.6591,-32.02,118.83,0,8.98,0.724246091,2.757539087,8.647,K7V,1.386,1.465829,6.081014,-9.839066,0.00000309,0.00000509,0.0000036,1.33425978,-1.004503894,-1.55237E-07,5.76104E-07,,,Dor,1,23652,,0.030283077,,,
117957,,,,Gl 4B,,,0.094293,1.414395,45.811586,11.7509,870.78,-127.03,0.1,9.02,0.723501097,2.764989031,8.67,M0.5 V,1.45,8.188103,0.202922,8.426006,0.00000404,0.00004972,-0.00000497,0.024685753,0.799563014,4.22166E-06,-6.15873E-07,,,And,2,472,Gl   4,0.029648314,,,
45214,120005,79211,,Gl 338B,,,9.240357,138.605355,52.686376,6.3918,-1551.3,-656.25,14.7,7.7,0.72343622,2.765637803,8.672,K2,1.42,-2.906545,2.562201,5.083691,0.00001281,0.00005278,-0.00000037,2.419119881,0.919550733,-7.52091E-06,-3.18159E-06,,,UMa,2,45211,Gl 338,0.02959375,,,
31554,31634,,,Gl 240,,,6.61977,99.29655,-50.038264,15.3563,159.04,13.58,16,9.61,0.72320903,2.767909703,8.679,K0,1.456,-1.593362,9.73352,-11.770307,-0.00001351,0.00000922,-0.00001189,1.733051836,-0.873332458,7.71048E-07,6.58377E-08,,,Pup,1,31554,,0.029403566,,,
8750,8768,11507,,Gl 79,,,1.880314,28.20471,-22.434857,11.0059,844.01,-0.81,14.1,8.89,0.723111605,2.768883945,8.682,K5/M0V,1.424,8.965111,4.808034,-4.20026,-0.00000955,0.00004598,-0.00000554,0.492265127,-0.391562114,4.09188E-06,-3.92699E-09,,,Cet,1,8750,,0.029322433,,,
44594,44722,,,Gl 334,,,9.112597,136.688955,-8.806835,14.5582,-308.85,210.2,37.1,9.5,0.723046637,2.769533631,8.684,M0,1.418,-10.468481,9.868812,-2.228966,-0.00001399,0.00004314,0.00000885,2.385672293,-0.153708271,-1.49735E-06,1.01908E-06,,,Hya,1,44594,,0.029268469,,,
104751,105090,202560,,Gl 825,,Lacaille 8760,21.287725,319.315875,-38.867362,3.9462,-3259,-1146.99,28.2,6.69,0.722233243,2.777667574,8.709,M1/M2V,1.397,2.330004,-2.003156,-2.476477,-0.00003405,-0.00005295,-0.00003518,5.573113374,-0.678363443,-1.58001E-05,-5.56076E-06,,,Mic,1,104751,,0.028602237,AX,6.707,6.667
66465,66675,118926,,Gl 521.1,,,13.668648,205.02972,-4.186104,14.7973,-385.78,482.23,5,9.61,0.72059928,2.794007197,8.759,M0V,1.376,-13.371935,-6.24388,-1.080151,-0.00001862,0.00002185,0.00003413,3.578443598,-0.073061294,-1.87031E-06,2.33792E-06,,,Vir,1,66465,,0.027314924,,,
17567,17609,23453,,Gl 154,,,3.772254,56.58381,26.215501,14.7493,386.94,-198.16,36.3,9.61,0.72036976,2.796302402,8.766,K5,1.437,7.287317,11.045047,6.515626,-0.0000013,0.00004826,0.00000369,0.987573772,0.45754681,1.87594E-06,-9.60707E-07,,,Tau,1,17567,,0.027139385,,,
13341,13375,,,Gl 116,,,2.868615,43.029225,34.389355,14.6049,994.66,-988.88,-45.7,9.6,0.719975857,2.800241426,8.778,K6:,1.315,8.809932,8.223946,8.248817,-0.00004734,0.00005215,-0.00008417,0.751001619,0.60020748,4.82225E-06,-4.79423E-06,,,Per,1,13341,,0.026841081,,,
73243,73470,,,Gl 572,,,15.015422,225.23133,45.426209,11.7938,241.12,370.51,-10,9.15,0.719515603,2.804843967,8.792,M0,1.427,-5.829123,-5.876436,8.401216,0.00002547,0.0000061,0.00000758,3.931028343,0.792836905,1.16898E-06,1.79628E-06,,,Boo,1,73243,,0.026497201,,,
45211,45343,79210,,Gl 338A,,,9.239826,138.59739,52.686625,5.8113,-1533.58,-562.8,13.7,7.64,0.718625833,2.81374167,8.819,M0V,1.41,-2.642238,2.329858,4.62201,0.00001274,0.00004636,0.00000153,2.418980869,0.919555072,-7.43501E-06,-2.72853E-06,,,UMa,1,45211,Gl 338,0.025846396,,7.921,7.291
102078,102409,197481,,Gl 803,,,20.75264,311.2896,-31.340899,9.9098,280.37,-360.09,-7.1,8.81,0.718262525,2.817374748,8.83,M1Ve,1.47,5.584971,-6.35954,-5.15434,0.00000009,0.00002031,-0.000011,5.433028428,-0.547001882,1.35927E-06,-1.74577E-06,,,Mic,1,102078,,0.025585859,AU,8.868,8.758
37182,37288,,,Gl 281,,,7.6564,114.846,2.183663,14.5815,-147.94,-246.63,10,9.66,0.717898748,2.821012516,8.841,M0,1.379,-6.122453,13.222316,0.555601,0.00000492,0.00001427,-0.00001703,2.004440732,0.038112106,-7.17233E-07,-1.1957E-06,,,CMi,1,37182,,0.025327948,,,
58735,58910,104901,,,,,12.080228,181.20342,-62.002292,5.5169,-6.13,0.16,0,7.57,0.717202961,2.827970395,8.862,F0Ib-II,0.626,-2.589262,-0.054392,-4.871237,-0.00000001,0.00000016,0,3.162596345,-1.082144137,-2.97191E-08,7.75701E-10,,,Cru,1,58735,,0.024842769,BY,7.833,7.043
66250,66459,,,Gl 519,,,13.624646,204.36969,35.717763,10.9361,319.53,-58.56,-15,9.06,0.717070235,2.829297649,8.866,M9,1.391,-8.087832,-3.663676,6.38434,0.00001668,-0.00001104,-0.00001148,3.566923945,0.623392564,1.54913E-06,-2.83907E-07,,,CVn,1,66250,,0.024751413,,,
64806,65011,,,Gl 507A,,,13.325984,199.88976,35.110155,13.2661,387.72,-778.72,-4.9,9.48,0.717070235,2.829297649,8.866,M0,1.47,-10.204905,-3.692103,7.629975,-0.00001475,-0.00003185,-0.00004385,3.488734398,0.6127878,1.87972E-06,-3.77534E-06,,,CVn,1,64806,Gl 507,0.024751413,,9.532,9.412
48575,48714,,,Gl 373,,,9.9358,149.037,62.788463,10.5619,-304.56,-583.14,14.9,8.99,0.716904241,2.830957594,8.871,M2,1.438,-4.141492,2.484907,9.393073,-0.00002072,0.00003062,-0.0000001,2.601186422,1.095865413,-1.47655E-06,-2.82714E-06,,,UMa,1,48575,,0.024637691,,,
28864,28936,,,,,,6.107419,91.611285,10.748428,14.6071,4.67,-21.03,0,9.73,0.715706202,2.842937977,8.907,F0,0.377,-0.403523,14.345151,2.724181,-0.00000034,0.00000027,-0.00000146,1.598918492,0.187595454,2.26408E-08,-1.01956E-07,,,Ori,1,28864,,0.023834168,,,
111969,112325,215415,,,,,22.751233,341.268495,-2.656643,12.5345,9.14,-82.81,0,9.44,0.714302082,2.856979185,8.949,F8,0.66,11.857838,-4.020926,-0.580981,-0.00000004,0.0000006,-0.00000503,5.956258825,-0.046367164,4.4312E-08,-4.01474E-07,,,Aqr,1,111969,,0.022929786,,9.598,9.138
119141,,,,Gl 666B,,,17.317048,259.75572,-46.636603,8.7866,1035.6,173.3,25.1,8.69,0.713563824,2.864361759,8.971,M0 V,1.41,-1.072432,-5.937897,-6.38891,0.00003931,-0.00003048,-0.0000136,4.533592554,-0.813962281,5.02073E-06,8.40177E-07,,,Ara,2,84462,Gl 666,0.022469841,,,
99382,99701,191849,,Gl 784,,,20.231446,303.47169,-45.164019,6.1981,778.18,-159.55,-31.1,7.97,0.712284156,2.877158438,9.009,M0V,1.431,2.410191,-3.645204,-4.395049,0.00000526,0.00003444,0.00001917,5.296580229,-0.788260839,3.77272E-06,-7.7352E-07,,,Tel,1,99382,,0.021697016,,,
11022,11048,,,Gl 96,,,2.370717,35.560755,47.880029,11.9403,216.66,40.88,-37.3,9.4,0.712081581,2.879184186,9.015,M2,1.466,6.514448,4.657185,8.856375,-0.00002953,-0.0000057,-0.00002671,0.62065232,0.835664144,1.0504E-06,1.98192E-07,,,And,1,11022,,0.021577444,,,
92808,93101,176029,,Gl 740,,,18.966705,284.500575,5.90812,10.9075,-194.47,-1221.78,10.4,9.22,0.711540684,2.884593156,9.031,M2V,1.444,2.716642,-10.504041,1.122757,-0.00000564,-0.00001926,-0.00006316,4.965471753,0.103116148,-9.42817E-07,-5.92336E-06,,,Ser,1,92808,,0.021261799,,,
119221,,,,Gl 714,,,18.503346,277.55019,-58.276292,14.4509,-30,-428.95,-3.4,9.85,0.710863134,2.89136866,9.051,M1,1.48,0.998356,-7.532662,-12.291695,-0.00000568,0.00002687,-0.00001285,4.844164549,-1.017113177,-1.45444E-07,-2.07962E-06,,,Pav,1,119221,,0.020873727,,,
60903,61094,,,Gl 471,,,12.521058,187.81587,8.810603,13.6463,-636.2,-521.37,19,9.74,0.710387902,2.89612098,9.065,M0:,1.441,-13.360166,-1.833881,2.090212,-0.00002998,0.00003837,-0.00003111,3.278005358,0.15377403,-3.08438E-06,-2.52767E-06,,,Vir,1,60903,,0.020606299,,,
96983,97292,331161,,Gl 767A,,,19.7733,296.5995,32.017051,13.6129,464.87,-392.5,-4.4,9.74,0.710217987,2.89782013,9.07,M1+...,1.517,5.168078,-10.320545,7.217152,0.00003187,0.00000487,-0.00002435,5.176637882,0.558802964,2.25375E-06,-1.90289E-06,,,Cyg,1,96983,Gl 767,0.020511622,,9.807,9.677
112415,112774,216133,,Gl 875,,,22.83873,342.58095,-7.090107,14.1303,-103.03,103.08,-5.7,9.86,0.708889225,2.911107754,9.109,K5,1.452,13.379153,-4.19766,-1.744098,-0.0000068,-0.00000526,0.00000773,5.979165437,-0.123745711,-4.99504E-07,4.99746E-07,,,Aqr,1,112415,,0.019787913,,,
36879,36985,,,,,,7.601966,114.02949,-3.110779,14.1743,36.32,-253.45,0,9.87,0.70878676,2.9121324,9.112,,1.455,-5.763367,12.926823,-0.769192,-0.00000189,-0.00000188,-0.00001739,1.990190038,-0.054293344,1.76084E-07,-1.22876E-06,,,Mon,1,36879,,0.019733313,,,
108437,108782,209290,,Gl 846,,,22.036187,330.542805,1.400227,10.2449,-455.08,-280.37,18.5,9.17,0.708615906,2.913840943,9.117,M0,1.453,8.917954,-5.036744,0.25035,0.00000565,-0.00002915,-0.00001346,5.769060288,0.024438575,-2.20629E-06,-1.35927E-06,,,Aqr,1,108437,,0.019642646,,,
62752,62951,,,,,,12.899631,193.494465,-18.034764,7.5284,-101.17,97.4,0,8.51,0.708308115,2.916918847,9.126,A2,0.497,-6.960892,-1.67045,-2.330747,-0.00000193,0.00000333,0.00000338,3.377115553,-0.314766008,-4.90486E-07,4.72209E-07,,,Crv,1,62752,,0.019480496,,,
42406,42525,,,,,,8.669986,130.04979,41.285405,14.59,-27.92,-45.57,0,9.95,0.708171215,2.918287848,9.13,F8,0.47,-7.054428,8.392324,9.626632,0.00000014,0.0000029,-0.00000242,2.26979701,0.720566247,-1.3536E-07,-2.2093E-07,,,Lyn,1,42406,,0.019408859,,,
49050,49189,,,Gl 378,,,10.039426,150.59139,48.088806,15.0966,-637.32,-1473.03,-9.8,10.03,0.707965745,2.920342555,9.136,M2,1.359,-8.784629,4.951779,11.234539,-0.00004116,0.00007674,-0.00007946,2.628315525,0.83930799,-3.08981E-06,-7.14145E-06,,,UMa,1,49050,,0.019301897,,10.086,9.966
72955,73182,131976,,Gl 570B,,,14.957361,224.360415,-21.41152,5.9252,987.05,-1666.81,27.9,8.01,0.707622972,2.92377028,9.146,K5V,1.519,-3.944034,-3.856974,-2.163168,0.00001332,-0.00002663,-0.00005499,3.91582799,-0.373701518,4.78535E-06,-8.08092E-06,,,Lib,2,72957,Gl 570,0.019124936,,,
66878,67090,,,Gl 525,,,13.751408,206.27112,17.78544,13.2398,451.03,-1831.59,20.4,9.79,0.706420097,2.935799034,9.181,,1.42,-11.304998,-5.580201,4.044197,-0.00003721,-0.00005065,-0.00010556,3.600110103,0.310414492,2.18666E-06,-8.8798E-06,,,Boo,1,66878,,0.018518252,,,
31780,31862,,,NN 3403,,,6.660505,99.907575,-55.609673,13.2996,-394.43,12.72,0,9.8,0.706420097,2.935799034,9.181,K7V,1.377,-1.292411,7.39997,-10.974948,0.00002493,0.00000504,0.00000046,1.743716126,-0.970571886,-1.91225E-06,6.16683E-08,,,Car,1,31780,,0.018518252,,,
103322,103655,,,Gl 815A,,,21.001455,315.021825,40.070278,15.2905,614.37,-247.16,-33.7,10.12,0.705834058,2.941659416,9.198,M3Ve,1.52,8.277007,-8.270574,9.84271,0.00002188,0.00004252,-0.00003621,5.498167948,0.699358289,2.97855E-06,-1.19827E-06,,,Cyg,1,103322,Gl 815,0.01823056,V1396,10.197,10.057
54804,54966,,,Gl 421B,,,11.2558,168.837,-18.145042,14.2633,319.28,-708.04,18,9.97,0.705799549,2.942004508,9.199,K7V,1.34,-13.297719,2.624087,-4.441978,-0.00000648,-0.00002122,-0.00005226,2.94676151,-0.316690731,1.54791E-06,-3.43267E-06,,,Crt,2,54801,Gl 421,0.018213776,,,
25813,25878,36395,,Gl 205,,,5.524277,82.864155,-3.677229,5.6571,763.05,-2092.89,8.5,7.97,0.70552333,2.944766705,9.207,M1V,1.474,0.701301,5.601801,-0.362827,-0.00002014,0.00000756,-0.00005783,1.446252222,-0.064179753,3.69937E-06,-1.01466E-05,,,Ori,1,25813,,0.018080066,,,
106470,106811,,,Gl 835,,,21.63343,324.50145,27.723743,13.3174,472.04,-75.3,-13.3,9.83,0.705488784,2.945112162,9.208,,1.495,9.597367,-6.84533,6.195318,0.00000974,0.00003049,-0.00001063,5.663618794,0.483870589,2.28851E-06,-3.65065E-07,,,Peg,1,106470,,0.018063421,,9.887,9.777
53829,53985,95650,,Gl 410,,,11.043982,165.65973,21.96714,11.7716,141.43,-51.13,-13.9,9.57,0.705212272,2.947877276,9.216,K,1.437,-10.576702,2.703881,4.403412,0.00000972,-0.00001081,-0.00000802,2.891307688,0.383398923,6.85672E-07,-2.47885E-07,,,Leo,1,53829,,0.017930814,,,
119488,,,,Gl 853B,,,22.304323,334.564845,-53.627522,13.611,431.69,-637.61,0,9.9,0.704693113,2.953068865,9.231,,,7.289631,-3.466212,-10.959288,-0.00001835,0.00004027,-0.00002495,5.8392582,-0.935976827,2.09289E-06,-3.0912E-06,,,Gru,2,109763,Gl 853,0.017684794,,,
85824,86087,,,Gl 685,,,17.592864,263.89296,61.681564,14.0984,263.74,-514.14,-16.3,9.98,0.704589172,2.95410828,9.234,M1,1.456,-0.711409,-6.649864,12.411043,0.00001547,-0.00002481,-0.00003134,4.605801026,1.076546386,1.27865E-06,-2.49262E-06,,,Dra,1,85824,,0.017635996,,,
23463,23518,,,Gl 184,,,5.056498,75.84747,53.12847,13.6221,1304.13,-1537.29,66,9.96,0.702677082,2.973229181,9.289,M0,1.389,1.998265,7.925906,10.89792,-0.00005374,0.00013908,-0.00000691,1.323788191,0.927266725,6.3226E-06,-7.45299E-06,,,Cam,1,23463,,0.016764863,,10.012,9.902
